Frequency of Hot Days - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual       JF      MAM     JJAS      OND
         10.00    10.00    10.02    10.02    10.03
Timeseries (% days occurring)
Year    Annual       JF      MAM     JJAS      OND
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961      4.65     0.99     2.15     3.53     4.74
1962      4.18     2.06     1.74     5.07     6.06
1963      7.05     4.64    12.02     7.96     5.80
1964      3.78     2.77     0.84     2.17     2.08
1965      4.61     3.23     7.99     3.35     2.92
1966      8.08     2.92     8.11    12.92     6.68
1967      6.70     2.03     2.17     9.35     4.86
1968     10.67    11.25    12.80    13.90     5.57
1969     10.43    19.67    31.42     8.14     4.83
1970      7.31     1.42     7.20     6.61     4.63
1971      2.28     3.02     2.02     2.78     1.72
1972      3.77     2.61     1.33     3.57     3.24
1973     10.10     7.35     4.27     8.32    10.72
1974      9.96    22.99     2.46     6.78     9.66
1975     11.32     5.26    26.21    11.65    11.34
1976      9.03    13.93     4.28    11.47     9.92
1977      6.35     5.61     4.37     5.61     4.16
1978     12.46    23.31    23.27     8.90     7.75
1979      4.70     7.41     3.17     6.35     4.40
1980      5.12     3.36     4.69     3.41     4.16
1981      8.66     6.49     3.06     5.65    12.31
1982     10.95    12.98    10.77    11.88     8.51
1983      9.61     3.33    11.29    14.76     8.05
1984      9.36     4.12    10.48    15.87     5.48
1985      6.78     4.71     4.98     7.31     5.82
1986     12.71     3.08    16.30     8.86    18.41
1987      8.73     4.64    12.21     8.82     6.57
1988     13.52     5.39     4.24    10.53    18.02
1989     16.57    22.29    35.44    23.12    14.17
1990     11.39     9.60    12.46    14.05    10.57
1991     13.12    11.99    11.60     9.62    14.60
1992     12.53    21.43    14.47    14.07     7.97
1993      9.60     8.50     8.48     5.94    10.94
1994     15.14    29.64     9.33    16.79    13.52
1995     12.82    11.06    20.24     8.35    14.97
1996     12.84     8.46    11.66    11.22    18.22
1997     10.23    16.07     7.82    11.26    12.68
1998     12.40    11.48     6.08    15.95    13.51
1999     10.60     8.50     6.44    11.00    14.77
2000     11.45    25.82    10.61     7.91     9.29
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
