Mean Monthly Precipitation - Observed Records - % Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual     DJF     MAM     JJA     SON
         81.6   149.7    93.1     3.0    80.1
Timeseries in anomalies relative to 1970-1999 mean (%)
YEAR   Annual     DJF     MAM     JJA     SON
 1960   31.10   27.08   45.83    2.64   24.65
 1961   16.29   19.38   40.67  -67.05    9.47
 1962    5.06   -1.02   10.99  -40.41   -5.01
 1963    0.53    1.29    1.85  -68.03  -19.24
 1964  -24.85  -13.91  -37.19  -60.04  -35.93
 1965   -0.02    7.22   -4.79  -20.57  -25.18
 1966   -0.09  -13.84  -26.73  -26.12   -7.71
 1967   -0.77   -0.55    8.07  -23.70  -12.04
 1968   -7.39    0.61    0.61  -67.91  -28.66
 1969  -16.70   -9.35    2.29  -31.76  -50.21
 1970  -19.88  -20.95  -25.36  -41.78  -29.30
 1971   -3.89  -12.80   -3.22  -54.50  -45.68
 1972   -7.96  -36.88    1.82  -26.14    3.06
 1973    3.13    5.81  -23.20  -62.87   -4.73
 1974    3.87  -10.50   20.97  -15.35    1.41
 1975   -4.14   -8.68  -10.75  -29.96  -26.48
 1976   -1.23   -2.82   -3.29  -41.27  -18.70
 1977   -4.08   -2.22  -11.62  -19.81  -11.05
 1978    3.00  -11.64   -9.79  -48.29   18.17
 1979   -0.28   -6.14  -27.55  -18.17   -8.24
 1980   -7.69   -4.32  -18.96  -14.35  -10.77
 1981  -12.62   -4.75  -36.49   47.69  -20.67
 1982  -17.62  -27.75   -4.40  -63.26  -13.41
 1983   -6.65   -3.05  -28.78  -62.42   -5.95
 1984   -0.30   -1.34    2.38  -69.51   -1.46
 1985  -18.32  -23.43    3.10  -60.75  -34.28
 1986    8.87    1.01   18.16    2.82   12.70
 1987  -16.68  -26.16  -17.28  -50.25   -3.59
 1988    2.59    3.15  -11.81   26.08    2.28
 1989    4.41   16.09   12.05  -58.84  -38.21
 1990   -3.06   -6.36    0.95  -35.34   -3.83
 1991    3.07    5.03  -11.24   14.33   -0.38
 1992  -10.44  -12.77  -21.61  -18.85  -10.83
 1993   -0.57    2.71    4.77  -78.44  -16.50
 1994   -7.75  -11.07  -22.27  -15.51    3.42
 1995  -15.71  -13.97  -22.15    5.20  -12.23
 1996   -8.14   -2.72  -15.38  -51.30   -9.52
 1997    4.67    3.65    9.21  -36.77    0.08
 1998    1.35   -1.70    0.58    0.68    2.44
 1999    2.40   -0.10   -1.50    1.62    1.51
 2000    4.28    3.62    7.04  -42.78  -19.49
 2001   -1.84    6.32    8.46   26.18  -30.84
 2002  -13.00  -22.31   -6.27  -17.75   -3.40
 2003  -12.96   -0.34  -26.97  -39.77  -18.60
 2004    4.78   10.80    6.02  -48.05   -5.70
 2005  -17.96  -22.66  -22.69   12.97   -4.78
 2006    5.99    6.92   -2.03  -24.26   15.28
