Mean monthly rainfall - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999 (mm)
 Year  Annual     NDJ     FMA     MJJ     ASO
        114.0   135.7   133.0   104.6    82.9
Timeseries in anomalies relative to 1970-1999 mean (%)
 Year  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960   -1.17   19.40    4.34  -17.06   16.00
 1961  -12.09  -15.93    0.41   -2.34  -38.18
 1962    1.33   14.25    6.78   -7.06  -17.98
 1963   -2.56  -15.13    8.79    3.74   -8.12
 1964   -9.50    8.66  -23.15  -12.97  -12.93
 1965   -6.90   -6.29   -3.76   -6.88  -12.98
 1966    4.49    2.77    0.51   14.79    0.69
 1967    3.86   -4.42   10.46    1.68    9.57
 1968  -19.47  -18.59  -10.76  -25.49  -27.31
 1969   17.58   32.13   22.21   -0.52    9.21
 1970  -12.07  -16.45    3.65  -23.07  -16.24
 1971    2.98   20.44  -14.77   -1.44    8.46
 1972  -16.54  -21.50    0.21  -22.13  -28.25
 1973   -8.80   -9.13   11.15  -15.57  -31.71
 1974    2.36   15.27    4.74    2.40  -22.67
 1975    5.33   -1.96   12.82    3.98    6.93
 1976    6.67   14.54    3.48    2.79    3.81
 1977   -9.61  -20.15   -7.91   -1.96   -4.75
 1978    5.61   17.64    9.37   -4.76   -7.05
 1979   12.51   21.23   12.71    9.48    1.74
 1980   -3.30  -18.02    7.20  -13.64   17.04
 1981   12.37   13.69   16.62  -10.07   31.73
 1982   -2.46  -28.64   -5.31   15.19   22.68
 1983   -8.66  -21.40   -2.99    0.15   -8.02
 1984    2.19    6.92    2.31    0.30   -3.35
 1985   -0.31   -8.11    4.76    0.33    3.50
 1986    6.87   11.49    3.64   -1.74   15.36
 1987    2.10   13.01   -6.32    1.87   -1.97
 1988   -4.28    0.68  -12.42   -8.39    5.87
 1989  -15.87  -15.34  -28.18   13.25  -33.73
 1990    5.46   -1.48   -5.56   18.30   18.29
 1991   -2.27  -21.04   -2.14   13.05    8.92
 1992    4.94   17.46   -4.85   -2.11    9.04
 1993   -2.07    6.24   -4.68   -1.98  -11.59
 1994   -0.28   -2.09  -20.76    6.96   26.41
 1995    9.03   17.24    9.63    5.38   -0.76
 1996   -2.56  -21.15    1.26   12.60    2.62
 1997    5.01    4.92    2.19    4.19   10.76
 1998   11.92   19.69   11.86   12.58   -1.54
 1999   -6.27    5.99   -1.69  -15.92  -21.54
 2000    8.17   21.06   -6.16   12.16    5.01
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN  -11.91    5.45    0.83
 2002   -3.09   -6.71    6.63   -6.31   -8.68
 2003   16.15   33.23   -8.71   11.77   33.57
 2004  -14.03  -18.41   -8.70    4.62  -38.97
 2005    2.03   10.06    6.61    7.37  -25.21
 2006  -10.45   -5.16   -5.11   -8.60  -29.99
 2007    5.42    0.45   11.42   14.19   -7.16
 2008   18.29   18.27  -12.66   39.28   41.47
 2009   11.53    5.43   22.51   28.92  -18.05
 2010    6.01   26.31   -2.18    1.52   -8.42
 2011   -1.70  -17.56   -1.06    8.77   10.03
 2012    8.69   34.70   14.50  -20.32   -6.56
 2013   -2.50    4.78   -6.29  -23.50   18.17
 2014    2.09   10.52   -0.21   -5.06    1.01
 2015   -0.49   -6.09   -7.20    4.95   12.57
 2016    4.64   23.27    3.23  -13.75   -0.38
 2017   -0.96  -17.40    8.78    4.51    3.45
 2018   -3.17  -30.47  -11.92   11.49   37.04
 2019   11.01   15.43   -0.10    5.03   29.14
 2020   11.95   -1.05   -2.38   23.02   42.26
 2021    4.47   11.80   -8.40   -1.92   21.16
 2022    4.42   11.35   -4.67  -10.11   25.97
 2023    7.07   12.29    6.40    1.71    6.36
 2024    2.24   13.96   -5.01    7.87  -12.43
 2025   -1.26  -10.63   -3.79    8.26    6.10
 2026    1.60   -1.54   -7.94    7.16   15.01
 2027    9.00    6.17    7.59    2.40   24.22
 2028    6.59   14.27   11.86   -9.40    5.76
 2029   -2.72   10.40  -10.00   -8.37   -5.37
 2030   15.46   26.34   -1.24    9.44   32.03
 2031    6.08  -16.17   23.73  -10.63   35.28
 2032   10.31   14.50   -1.61   10.95   21.77
 2033    2.24    7.18  -19.56    4.29   26.51
 2034    7.81   19.76    3.95    3.03    0.50
 2035   -8.44  -22.49   -3.05   -1.67   -2.61
 2036   10.14   18.30    6.20   11.82    0.95
 2037   13.34   15.46    7.61   20.88    9.54
 2038   -2.16  -23.85   -6.60   10.17   24.89
 2039   16.37    9.19   -4.17   11.98   66.62
 2040   17.63   32.19   -8.51   18.87   34.20
 2041    4.45   -6.98   -6.87   14.98   28.00
 2042    2.96  -13.19    9.17   -7.84   33.06
 2043    4.28   11.29    7.33  -11.66    8.06
 2044    3.80   20.39   -3.88   -8.48    4.46
 2045    0.59  -11.62  -15.57    6.13   39.48
 2046    2.64   16.98  -22.07   10.91    8.38
 2047   13.36   22.39   22.01   11.49  -12.95
 2048    2.05  -27.61  -16.40   27.51   48.05
 2049    7.94   16.71  -14.72   -9.40   51.81
 2050    6.05   12.37    0.61    4.32    6.63
 2051   -1.61   -9.66   -9.14   13.23    4.88
 2052    5.61   16.33   -6.83    2.19   12.32
 2053   -2.33  -17.16    8.57   -6.07    9.20
 2054   -1.09   13.43   -5.84  -10.68   -5.15
 2055    5.24   -4.81    2.28    9.85   20.64
 2056   -1.62  -37.17    5.16   13.87   26.14
 2057    0.20   29.45  -21.88  -13.42    4.93
 2058   -2.20  -25.44   -2.50   -2.37   36.53
 2059   12.51   16.93    0.44  -11.03   54.37
 2060    5.23  -12.82    7.09   15.09   19.36
 2061   16.60   10.66    8.46    8.18   50.04
 2062   23.32   32.39   13.36   15.62   34.16
 2063    8.33   19.19  -13.86   10.96   22.82
 2064   -9.23  -18.73  -23.18  -11.27   31.25
 2065   18.99   39.82   19.92  -16.57   28.30
 2066   -9.34  -12.12  -11.48   -6.13   -5.39
 2067    1.86   16.45   -3.63   -5.35   -4.10
 2068    9.64  -15.00   -4.40   22.97   55.69
 2069    7.61    2.23   -3.33   11.65   28.84
 2070    2.56    0.94   -5.57  -20.24   47.04
 2071   18.44   14.16   -1.97   22.87   52.60
 2072   -4.45  -29.63   -8.32    7.21   28.26
 2073    7.93   -4.18   -4.39    5.51   50.59
 2074   21.60    7.31   -2.57   23.17   81.76
 2075   14.20   15.82   -3.41   15.66   37.98
 2076    8.15   -7.31    0.54   12.68   39.92
 2077   12.15   11.01   -9.35   16.42   43.14
 2078   16.54    4.02   11.43   22.94   37.14
