Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Timeseries in anomalies relative to 1970-1999 mean (%)
 YEAR  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960   -0.32  -35.71    6.91   -7.66   -2.02
 1961    1.75   -2.07   -0.06    0.28    3.34
 1962    1.00   -1.08    0.68    0.99    1.02
 1963    0.58    1.69    8.41   -2.81   -1.58
 1964   -3.47   -4.94   -1.16   -4.84    1.31
 1965   -1.57   -6.29    0.77   -5.14   -0.54
 1966    2.08    2.77   -0.53   -0.66    2.94
 1967    3.86    0.20    7.83    1.68    8.36
 1968   -0.57    4.90   -3.02    1.15    1.60
 1969   -5.28   -6.75   -4.65   -0.31   -3.59
 1970   -2.82   -0.50   -3.42   -5.99   -1.41
 1971   -1.61    2.22   -3.65   -1.84    0.37
 1972    1.51   -4.11    3.00   -3.66    2.84
 1973    1.51   -1.44    3.45   -0.15   -0.46
 1974    3.71   -0.21    3.57   -0.73    2.53
 1975   -1.96   -2.10    0.62    2.18   -3.56
 1976   -2.27   -5.74    3.48   -1.44   -2.26
 1977    1.33    4.75    2.98    2.84   -0.18
 1978   -0.41    8.31    1.46   -4.76   -6.34
 1979    2.98    2.32    2.55   -0.21    8.75
 1980   -3.02   -1.09    1.35   -4.83   -4.20
 1981    2.53    2.39    6.48   -3.63    3.62
 1982    0.17    0.38   -5.27    0.41   -0.88
 1983    0.54   -2.66    0.65    1.06    1.41
 1984   -0.33   -4.13    1.78   -2.76    6.03
 1985   -4.79   -9.46   -3.16    0.33   -4.22
 1986   -0.79   -6.77    4.02    1.08    0.32
 1987   -2.49    4.18    1.14   -6.07   -1.40
 1988   -2.51    0.68   -2.19   -2.19   -5.48
 1989    0.90    5.03    2.57    4.67   -1.18
 1990    3.45   -1.46   -5.56    0.36    6.22
 1991   -1.50   -3.45   -2.14   -0.92    2.99
 1992   -0.56    1.08   -5.53   -2.11    0.30
 1993   -1.60   -5.00    3.17    0.41   -8.37
 1994    1.62   -2.09   -0.53    2.36    0.42
 1995   -2.86   -7.10   -5.26    3.66   -3.01
 1996    0.85    4.68   -1.00   -3.54    3.82
 1997   -0.67   -0.37    2.19   -1.38   -3.15
 1998    0.33   -5.11   -4.27    1.40    3.13
 1999   -2.70    5.10   -1.69   -2.58   -4.12
 2000   -1.27   -1.90   -4.14   -3.66    0.76
Projections under SRES A2 scenario
 2000   -0.04  -38.40    5.48   -1.12    5.22
 2001    5.50   -2.59    1.04    2.74    2.40
 2002    0.49    4.41    6.63   -0.41   -0.59
 2003    1.16    5.42   -8.71    3.89    3.38
 2004   -1.27   -7.24    0.47   -2.23   -2.19
 2005    1.08    2.45    4.67    3.36    3.72
 2006    0.53   -5.16   -9.91    1.99    4.83
 2007   -0.25   -0.87    0.15   -0.70    0.76
 2008    1.71   -5.25   -1.49   -1.87    2.03
 2009    1.96   -5.90    1.50    1.57   -2.24
