Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Timeseries in anomalies relative to 1970-1999 mean (%)
 YEAR  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960    9.69   19.40   37.54    8.70   16.81
 1961   10.71   27.92   15.28   12.16   33.55
 1962   12.98   24.11   23.33   15.32   14.22
 1963   10.80   40.31   29.36    9.36   21.16
 1964   10.85   20.84   22.69    9.63   16.11
 1965    8.18   29.61   27.19   15.87    7.24
 1966   10.20   17.33   23.79   22.56   28.50
 1967   19.82   26.75   23.73   24.12   20.85
 1968   10.88   38.27   32.56   14.05   13.19
 1969   17.58   32.13   22.21   16.82   15.58
 1970   19.96   19.85    9.93   40.27   44.08
 1971   12.31   34.26   19.54   32.32   11.62
 1972   10.99   29.15   29.40   16.85   27.01
 1973   17.27   25.39   34.56   29.02   35.38
 1974   12.43   27.07   29.55   23.25   20.53
 1975    5.33   49.23   14.16   15.05    6.93
 1976   33.08   14.54   33.03   42.77   66.70
 1977   19.05   39.39   28.12   16.10   41.54
 1978    8.95   43.83   24.32    6.76   10.19
 1979   14.30   32.41   23.57   19.47   38.59
 1980   13.72   40.45   12.94   18.64   17.04
 1981   13.09   43.16   21.98   17.82   31.73
 1982   13.17   45.23   37.06   15.19   51.41
 1983   11.17   17.88   19.92   27.04   37.85
 1984    7.62   17.71   10.07   36.23   17.98
 1985    5.21   15.19   25.57   22.66    4.00
 1986   11.86   24.80   27.37   27.36   15.36
 1987   12.92   55.97   22.63    9.36   14.41
 1988    4.98   28.41    9.91   16.71   17.27
 1989   13.85   35.01   20.07   24.09   22.80
 1990   25.89   29.93   27.26   53.63   47.82
 1991   11.33   15.42   25.45   13.05   17.48
 1992    6.45   31.82   13.40   28.45   15.83
 1993   16.85   27.35   35.87   10.50   24.01
 1994   16.03   32.85   10.77   37.94   26.41
 1995   15.70   49.87   34.70   13.38   29.79
 1996   13.38   45.29   28.79   24.34   20.39
 1997    5.01   21.47   26.86   32.17   10.76
 1998   11.92   47.46   13.74   32.87   22.19
 1999   26.83   41.06   14.08   54.60   42.37
