Mean monthly rainfall - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999 (mm)
 Year  Annual     NDJ     FMA     MJJ     ASO
        166.4   126.3   153.4   225.3   160.5
Timeseries in anomalies relative to 1970-1999 mean (%)
 Year  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960    6.56  -21.84    5.94   -7.66   16.81
 1961    1.87  -19.99   12.15   -0.19   12.15
 1962  -11.14  -18.62   -9.88   -9.59   -8.65
 1963    7.72   33.69   12.53   -8.36    5.30
 1964  -11.12   16.01   -5.65  -22.14  -22.24
 1965    8.18  -11.25   21.26   13.17    3.96
 1966    6.99   17.33    5.70   -0.66   10.84
 1967    1.06  -13.35  -15.08   17.03    5.38
 1968   -0.57   -6.19   16.44   -7.92   -2.08
 1969   -1.93   -0.48    5.30   16.82  -36.30
 1970  -15.68   13.38  -13.42  -27.17  -24.56
 1971   -3.75  -19.46  -24.23    8.05   11.62
 1972    9.63   29.15   18.86   -4.91    5.85
 1973   17.27   -1.34   30.99    5.46   35.38
 1974    4.15    7.35   29.55   -3.12  -12.42
 1975  -13.40  -39.57  -32.35    2.23    3.35
 1976   -5.96  -14.70    3.90   -5.87   -8.63
 1977   19.05    3.04   13.03   16.10   41.54
 1978   -1.23    1.39   -6.82   -7.03   10.19
 1979    1.27  -25.08    2.55   14.24    2.58
 1980  -16.66    4.72   -7.90  -25.83  -29.00
 1981   -6.08  -13.00   21.98   -4.89  -29.10
 1982  -11.19  -15.69  -23.65    1.09  -12.98
 1983    1.29   -2.66   -8.92  -15.58   37.85
 1984   -0.33  -12.85   -1.98   -2.76   14.52
 1985   -8.94   -3.97    3.43  -14.42  -17.00
 1986   -3.87  -16.31  -10.94   12.04   -9.65
 1987   -3.71  -28.49  -11.05    2.53   14.04
 1988    4.98   28.41  -18.87    6.54    7.14
 1989   -0.58   35.01   -1.73   -5.71  -20.27
 1990   -9.64  -12.49  -21.47   10.08  -23.78
 1991  -11.86  -21.58  -12.71  -21.32    9.88
 1992    1.90    3.79   12.06    3.09  -10.98
 1993   10.60   25.25   35.49  -13.49    9.10
 1994   16.03   -2.68   -6.28   37.94   21.31
 1995   11.00   -9.51   34.70   -7.02   29.79
 1996    2.71   45.29   -0.35   -7.09  -14.11
 1997    2.31   21.47    5.23   14.30  -32.38
 1998   -1.44  -13.75  -22.37   32.87  -19.93
 1999   12.12   34.89   13.27   -0.38   10.66
 2000     NaN     NaN     NaN     NaN     NaN
Projections under SRES A2 scenario
 2000    4.89   26.25   49.47  -32.93   -7.68
 2001   10.14    2.51    5.68    8.01   23.41
 2002  -10.61  -24.39    1.13  -11.77   -9.33
 2003    1.16    0.18   27.92  -15.37   -0.44
 2004   22.55   12.89    0.47   13.28   64.25
 2005   -0.19  -17.84   34.92  -15.87    2.16
 2006    2.21  -18.18  -16.24   26.02    2.45
 2007    3.99  -13.70  -14.48   19.09   14.35
 2008   10.04   -6.40    6.50   27.59    1.70
 2009   14.50   45.98   -8.80   11.32   16.45
 2010   -3.54    6.03    6.11   -6.60  -15.99
 2011  -12.75  -26.85  -22.52  -10.09    3.95
 2012    4.58   17.13   13.38  -11.45    8.83
 2013   14.84   18.21   44.37    6.70   -4.62
 2014    7.84    2.10   25.20    9.62   -6.73
 2015   16.18   16.33   17.84   26.86   -0.50
 2016    1.86    7.87    1.04   -2.03    3.38
 2017    2.92  -16.23  -13.80   12.53   20.47
 2018   -1.97   12.26    6.83   -9.31  -11.28
 2019   12.40   -2.13   24.93  -10.57   44.12
 2020    6.22  -33.62   -5.46   17.05   33.53
 2021   -0.60   -3.69  -14.33   17.09   -9.89
 2022    6.51   33.56  -32.69   18.28    6.16
 2023    5.10    5.67   10.31    1.48    4.75
 2024   15.53   14.77    3.18   11.81   33.14
 2025    6.35  -27.79  -12.90   16.49   37.36
 2026   12.59   33.91   23.17    2.94   -0.73
 2027   15.09   11.08   26.82   11.89   11.53
 2028   13.48   25.71   32.78   -9.95   18.33
 2029   -3.26   17.67   14.15  -17.27  -16.70
 2030    3.80    3.07   18.56  -13.86   15.05
 2031    0.89   -8.11    0.25  -14.30   29.90
 2032    9.01    6.48    6.59  -10.90   41.27
 2033   -5.48  -15.80  -13.60  -18.95   29.30
 2034   -5.36    5.48   -8.24   -9.24   -5.70
 2035   12.82   54.39   24.75  -15.76    8.84
 2036   10.58   20.34   -6.39    6.37   25.05
 2037  -12.79   -2.17    0.66  -26.24  -15.10
 2038    7.17   15.68    6.20   -2.48   14.97
 2039   15.08   27.68   12.87    7.97   17.24
 2040   15.78   33.91   -3.68   11.02   26.81
 2041   22.26   17.24   -2.72   15.18   60.01
 2042   10.88    3.25   15.78    2.70   23.69
 2043    0.64   -8.31   -3.85    1.12   11.30
 2044   12.91   -9.52   13.57   10.48   33.34
 2045    6.22    6.79   -0.68    1.35   19.20
 2046   -1.23    0.11    8.52   -5.22   -6.00
 2047    0.89  -37.33    8.84   11.92    7.88
 2048   -1.27  -17.68    5.86  -12.00   19.90
 2049    3.09   -0.92    1.11  -10.30   26.93
 2050   -2.93  -19.39   15.34   20.07  -39.75
 2051    8.27  -20.56  -25.22   27.84   35.46
 2052    3.99    2.90   -4.45    0.49   17.83
 2053   10.21   -3.36   16.71   -0.54   29.77
 2054   26.96   25.72   20.74   18.99   45.06
 2055    8.97  -11.04  -35.43   40.76   22.53
 2056    9.51    6.95   10.77   -7.14   33.70
 2057   30.51   41.85   12.57   35.54   31.68
 2058   -4.49   -5.26   16.82   -6.68  -21.16
 2059   40.53   68.85   49.37   25.82   30.45
 2060   14.37    9.16   49.86   -6.12   13.34
 2061    0.92   37.57   -4.67    0.73  -22.30
 2062   25.16   58.21   34.29   -0.04   25.82
 2063    5.98  -23.23    8.54   20.25    6.47
 2064   12.45    2.29   -2.41   25.85   15.83
 2065    0.45   -6.03   17.67    1.92  -12.98
 2066    7.28    1.74   12.37   13.69   -2.22
 2067   15.63    0.15   -2.97   24.44   33.22
 2068   20.32   29.02   29.59   21.31    3.23
